t,dF,F,P,Q,UA,UA_phase,IA,IA_phase,xdp,xq,f0
38.18,-0.036,49.964,570.359,8.56332,11492.9,0.7193,16464.5,0.7085,0.3187,2.32,50
38.19,-0.04,49.96,569.355,8.93334,11532.8,0.724,16434,0.7058,0.3187,2.32,50
38.2,-0.022,49.978,568.298,9.30336,11554.3,0.7155,16403.4,0.7035,0.3187,2.32,50
38.21,-0.028,49.972,567.294,9.7791,11504.4,0.7109,16372.9,0.7005,0.3187,2.32,50
38.22,-0.042,49.958,566.236,10.0963,11515.5,0.7171,16342.4,0.6978,0.3187,2.32,50
38.23,-0.028,49.972,565.126,10.572,11560.2,0.7128,16311.9,0.6949,0.3187,2.32,50
38.24,-0.024,49.976,563.91,11.0477,11524.7,0.7039,16273.7,0.692,0.3187,2.32,50
38.25,-0.04,49.96,562.695,11.2592,11507.7,0.7083,16235.6,0.69,0.3187,2.32,50
38.26,-0.034,49.966,561.532,11.3649,11562.4,0.7092,16189.8,0.6884,0.3187,2.32,50
38.27,-0.02,49.98,560.475,11.5763,11555.8,0.6991,16159.3,0.686,0.3187,2.32,50
38.28,-0.036,49.964,559.417,11.6821,11513.2,0.6994,16121.2,0.6838,0.3187,2.32,50
38.29,-0.04,49.96,558.36,11.8406,11550.2,0.7042,16090.6,0.6811,0.3187,2.32,50
38.3,-0.022,49.978,557.514,12.1049,11572.1,0.6958,16067.7,0.678,0.3187,2.32,50
38.31,-0.03,49.97,556.51,12.2107,11523.2,0.691,16037.2,0.6756,0.3187,2.32,50
38.32,-0.044,49.956,555.189,12.2107,11532.5,0.6971,16006.7,0.6735,0.3187,2.32,50
38.33,-0.028,49.972,553.708,11.9992,11576.9,0.6927,15960.9,0.6718,0.3187,2.32,50
38.34,-0.024,49.976,552.334,11.6292,11542.5,0.6839,15915.2,0.6707,0.3187,2.32,50
38.35,-0.04,49.96,551.118,11.4706,11522.1,0.6884,15877,0.6692,0.3187,2.32,50
38.36,-0.034,49.966,550.008,11.4178,11572.1,0.6892,15846.5,0.667,0.3187,2.32,50
38.37,-0.02,49.98,548.898,11.312,11563.2,0.679,15816,0.665,0.3187,2.32,50
38.38,-0.034,49.966,547.788,10.942,11517.7,0.6793,15777.8,0.6641,0.3187,2.32,50
38.39,-0.04,49.96,546.731,10.5191,11552.1,0.6842,15747.3,0.6632,0.3187,2.32,50
38.4,-0.022,49.978,545.779,10.3077,11573.5,0.6759,15724.4,0.6614,0.3187,2.32,50
38.41,-0.028,49.972,544.722,9.72624,11524.7,0.671,15693.9,0.6604,0.3187,2.32,50
38.42,-0.04,49.96,543.612,9.03906,11531,0.6773,15655.8,0.66,0.3187,2.32,50
38.43,-0.024,49.976,542.714,8.51046,11575.4,0.6733,15632.9,0.6591,0.3187,2.32,50
38.44,-0.02,49.98,542.079,7.98186,11541.4,0.6646,15617.6,0.6583,0.3187,2.32,50
38.45,-0.038,49.962,541.709,7.6647,11515.8,0.6692,15610,0.6571,0.3187,2.32,50
38.46,-0.03,49.97,541.445,7.24182,11564.7,0.6703,15602.3,0.656,0.3187,2.32,50
38.47,-0.016,49.984,541.286,6.81894,11557.3,0.6605,15594.7,0.6549,0.3187,2.32,50
38.48,-0.03,49.97,541.234,6.71322,11509.2,0.6609,15602.3,0.6529,0.3187,2.32,50
38.49,-0.034,49.966,541.339,6.50178,11541.4,0.6662,15602.3,0.6513,0.3187,2.32,50
38.5,-0.016,49.984,541.551,6.29034,11563.6,0.6583,15610,0.6503,0.3187,2.32,50
38.51,-0.022,49.978,541.709,6.02604,11513.2,0.6537,15625.2,0.6494,0.3187,2.32,50
38.52,-0.034,49.966,542.185,5.76174,11515.8,0.6604,15640.5,0.6485,0.3187,2.32,50
38.53,-0.018,49.982,542.872,5.70888,11559.9,0.6569,15663.4,0.647,0.3187,2.32,50
38.54,-0.012,49.988,543.718,5.70888,11525.8,0.6487,15686.3,0.6457,0.3187,2.32,50
38.55,-0.03,49.97,544.669,5.49744,11499.9,0.6537,15709.2,0.6452,0.3187,2.32,50
38.56,-0.022,49.978,545.515,5.12742,11549.5,0.6554,15732,0.645,0.3187,2.32,50
38.57,-0.008,49.992,546.414,5.07456,11545.1,0.646,15762.6,0.6437,0.3187,2.32,50
38.58,-0.022,49.978,547.577,5.0217,11499.5,0.6469,15793.1,0.6426,0.3187,2.32,50
38.59,-0.024,49.976,548.793,4.96884,11532.1,0.6529,15831.2,0.6416,0.3187,2.32,50
38.6,-0.006,49.994,550.167,5.0217,11556.9,0.6455,15869.4,0.6404,0.3187,2.32,50
38.61,-0.014,49.986,551.594,4.91598,11506.9,0.6415,15907.5,0.6397,0.3187,2.32,50
38.62,-0.028,49.972,553.18,4.96884,11509.5,0.6486,15960.9,0.6386,0.3187,2.32,50
38.63,-0.012,49.988,554.819,5.07456,11553.6,0.6454,16006.7,0.6372,0.3187,2.32,50
38.64,-0.01,49.99,556.352,5.18028,11519.9,0.6374,16052.5,0.6362,0.3187,2.32,50
38.65,-0.028,49.972,557.673,5.5503,11491,0.6426,16098.3,0.6342,0.3187,2.32,50
38.66,-0.02,49.98,559.047,5.76174,11537.7,0.6445,16136.4,0.6323,0.3187,2.32,50
38.67,-0.006,49.994,560.527,5.5503,11535.1,0.6351,16182.2,0.632,0.3187,2.32,50
38.68,-0.02,49.98,562.113,5.39172,11489.2,0.6362,16235.6,0.6316,0.3187,2.32,50
38.69,-0.024,49.976,563.699,5.286,11521.7,0.6422,16281.4,0.6309,0.3187,2.32,50
38.7,-0.006,49.994,565.179,5.23314,11546.5,0.635,16319.5,0.6299,0.3187,2.32,50
38.71,-0.016,49.984,566.606,5.23314,11497,0.6309,16365.3,0.6288,0.3187,2.32,50
38.72,-0.03,49.97,568.086,5.286,11498.8,0.638,16411.1,0.6277,0.3187,2.32,50
38.73,-0.014,49.986,569.408,5.49744,11543.2,0.6347,16456.9,0.6261,0.3187,2.32,50
38.74,-0.01,49.99,570.571,5.5503,11512.1,0.6265,16495,0.6248,0.3187,2.32,50
38.75,-0.028,49.972,571.734,5.65602,11484.7,0.6318,16517.9,0.6238,0.3187,2.32,50
38.76,-0.02,49.98,572.95,5.86746,11532.8,0.6337,16548.4,0.6223,0.3187,2.32,50
38.77,-0.006,49.994,574.218,5.97318,11531.4,0.6243,16586.6,0.6209,0.3187,2.32,50
38.78,-0.024,49.976,575.381,6.0789,11484.7,0.6253,16624.7,0.6197,0.3187,2.32,50
38.79,-0.028,49.972,576.544,6.23748,11515.5,0.6312,16662.8,0.6183,0.3187,2.32,50
38.8,-0.01,49.99,577.495,6.66036,11541.7,0.6235,16693.4,0.6158,0.3187,2.32,50
38.81,-0.018,49.982,578.288,6.81894,11494.4,0.619,16716.3,0.6141,0.3187,2.32,50
38.82,-0.032,49.968,579.028,6.81894,11497.3,0.626,16731.5,0.613,0.3187,2.32,50
38.83,-0.018,49.982,579.768,7.08324,11545.4,0.6227,16746.8,0.6113,0.3187,2.32,50
38.84,-0.014,49.986,580.35,7.45326,11516.2,0.6143,16762,0.6094,0.3187,2.32,50
38.85,-0.034,49.966,580.931,7.87614,11488.8,0.6191,16784.9,0.6073,0.3187,2.32,50
38.86,-0.026,49.974,581.46,8.29902,11537.7,0.6207,16800.2,0.605,0.3187,2.32,50
38.87,-0.014,49.986,581.883,8.51046,11536.9,0.611,16807.8,0.6029,0.3187,2.32,50
38.88,-0.03,49.97,581.883,8.61618,11489.9,0.6113,16807.8,0.601,0.3187,2.32,50
38.89,-0.034,49.966,581.671,8.82762,11519.9,0.6167,16807.8,0.5988,0.3187,2.32,50
38.9,-0.018,49.982,581.354,9.03906,11549.5,0.6087,16792.6,0.5966,0.3187,2.32,50
38.91,-0.026,49.974,580.879,8.9862,11503.6,0.6038,16777.3,0.5951,0.3187,2.32,50
38.92,-0.04,49.96,580.244,8.82762,11504.4,0.6102,16754.4,0.5938,0.3187,2.32,50
38.93,-0.026,49.974,579.398,8.7219,11551,0.6064,16723.9,0.5923,0.3187,2.32,50
38.94,-0.024,49.976,578.447,8.61618,11522.1,0.5975,16693.4,0.5907,0.3187,2.32,50
38.95,-0.044,49.956,577.39,8.56332,11493.3,0.6017,16662.8,0.5889,0.3187,2.32,50
38.96,-0.036,49.964,576.174,8.4576,11541.7,0.6027,16632.3,0.5869,0.3187,2.32,50
38.97,-0.022,49.978,574.694,8.24616,11542.8,0.5924,16586.6,0.5852,0.3187,2.32,50
38.98,-0.04,49.96,573.108,7.82328,11495.1,0.5921,16540.8,0.5838,0.3187,2.32,50
38.99,-0.044,49.956,571.575,7.61184,11521.4,0.597,16502.6,0.5817,0.3187,2.32,50
39,-0.026,49.974,569.989,7.55898,11548,0.5886,16464.5,0.579,0.3187,2.32,50
39.01,-0.034,49.966,568.509,7.4004,11498.8,0.5831,16418.7,0.5766,0.3187,2.32,50
39.02,-0.048,49.952,567.029,7.03038,11496.2,0.5891,16380.6,0.5749,0.3187,2.32,50
39.03,-0.032,49.968,565.443,6.50178,11543.6,0.5849,16327.2,0.5737,0.3187,2.32,50
39.04,-0.028,49.972,563.805,6.13176,11516.9,0.5754,16281.4,0.572,0.3187,2.32,50
39.05,-0.046,49.954,562.166,5.8146,11487.3,0.5793,16235.6,0.5705,0.3187,2.32,50
39.06,-0.036,49.964,560.633,5.49744,11535.4,0.5803,16189.8,0.5689,0.3187,2.32,50
39.07,-0.022,49.978,559.153,5.23314,11539.9,0.5699,16144,0.5672,0.3187,2.32,50
39.08,-0.038,49.962,557.726,4.96884,11493.3,0.5696,16098.3,0.5656,0.3187,2.32,50
39.09,-0.042,49.958,556.563,4.91598,11520.6,0.5747,16067.7,0.5638,0.3187,2.32,50
39.1,-0.022,49.978,555.611,5.12742,11550.2,0.5665,16044.9,0.561,0.3187,2.32,50
39.11,-0.032,49.968,554.713,5.23314,11503.2,0.561,16022,0.5584,0.3187,2.32,50
39.12,-0.044,49.956,553.867,5.18028,11499.9,0.5672,15991.5,0.5565,0.3187,2.32,50
39.13,-0.026,49.974,552.968,5.23314,11548.8,0.5633,15960.9,0.5544,0.3187,2.32,50
39.14,-0.022,49.978,552.123,5.33886,11525.1,0.5542,15938,0.5524,0.3187,2.32,50
39.15,-0.04,49.96,551.541,5.44458,11495.1,0.5584,15915.2,0.5504,0.3187,2.32,50
39.16,-0.03,49.97,551.224,5.70888,11542.5,0.56,15907.5,0.548,0.3187,2.32,50
39.17,-0.016,49.984,550.907,5.76174,11549.5,0.5501,15892.3,0.5461,0.3187,2.32,50
39.18,-0.032,49.968,550.59,5.8146,11504.7,0.55,15877,0.5445,0.3187,2.32,50
39.19,-0.036,49.964,550.325,5.97318,11529.9,0.5556,15869.4,0.5425,0.3187,2.32,50
39.2,-0.016,49.984,550.114,6.02604,11561.7,0.5478,15861.8,0.5408,0.3187,2.32,50
39.21,-0.026,49.974,549.903,6.0789,11516.9,0.5427,15861.8,0.5387,0.3187,2.32,50
39.22,-0.04,49.96,549.638,6.3432,11511,0.5491,15854.1,0.5365,0.3187,2.32,50
39.23,-0.022,49.978,549.48,6.44892,11558.4,0.5457,15854.1,0.5345,0.3187,2.32,50
39.24,-0.018,49.982,549.374,6.3432,11534.3,0.5367,15846.5,0.5331,0.3187,2.32,50
39.25,-0.036,49.964,549.321,6.18462,11501,0.5411,15838.9,0.532,0.3187,2.32,50
39.26,-0.026,49.974,549.163,5.92032,11546.2,0.5431,15838.9,0.531,0.3187,2.32,50
39.27,-0.014,49.986,549.163,5.70888,11552.5,0.5334,15838.9,0.5296,0.3187,2.32,50
39.28,-0.032,49.968,549.057,5.44458,11503.6,0.5333,15838.9,0.5282,0.3187,2.32,50
39.29,-0.034,49.966,549.057,5.18028,11525.8,0.5389,15838.9,0.5271,0.3187,2.32,50
39.3,-0.016,49.984,549.057,4.81026,11556.5,0.5312,15838.9,0.5261,0.3187,2.32,50
39.31,-0.024,49.976,548.951,4.54596,11509.2,0.526,15838.9,0.5249,0.3187,2.32,50
39.32,-0.038,49.962,549.004,4.17594,11499.9,0.5326,15846.5,0.524,0.3187,2.32,50
39.33,-0.018,49.982,549.163,3.80592,11546.2,0.5294,15854.1,0.5232,0.3187,2.32,50
39.34,-0.016,49.984,549.585,3.7002,11521.4,0.5206,15869.4,0.5215,0.3187,2.32,50
39.35,-0.036,49.964,550.008,3.4359,11485.5,0.5251,15884.6,0.5204,0.3187,2.32,50
39.36,-0.024,49.976,550.378,3.06588,11529.1,0.5271,15899.9,0.5196,0.3187,2.32,50
39.37,-0.01,49.99,550.801,2.643,11536.9,0.5174,15907.5,0.5191,0.3187,2.32,50
39.38,-0.026,49.974,551.277,2.27298,11488.4,0.5176,15922.8,0.5185,0.3187,2.32,50
39.39,-0.028,49.972,551.911,2.16726,11509.5,0.5236,15945.7,0.5174,0.3187,2.32,50
39.4,-0.008,49.992,552.704,2.27298,11541.4,0.5163,15968.6,0.5156,0.3187,2.32,50
39.41,-0.018,49.982,553.656,2.32584,11495.5,0.5114,15991.5,0.5141,0.3187,2.32,50
39.42,-0.032,49.968,554.766,2.22012,11486.6,0.5184,16022,0.5135,0.3187,2.32,50
39.43,-0.014,49.986,555.929,2.16726,11534.3,0.5156,16060.1,0.5123,0.3187,2.32,50
39.44,-0.012,49.988,557.144,2.27298,11512.9,0.5071,16098.3,0.5109,0.3187,2.32,50
39.45,-0.032,49.968,558.307,2.3787,11476.6,0.5119,16136.4,0.5093,0.3187,2.32,50
39.46,-0.02,49.98,559.417,2.643,11519.9,0.5141,16174.6,0.5072,0.3187,2.32,50
39.47,-0.006,49.994,560.527,2.74872,11529.5,0.5047,16205.1,0.5058,0.3187,2.32,50
39.48,-0.022,49.978,561.743,3.01302,11481,0.5051,16243.2,0.5043,0.3187,2.32,50
39.49,-0.026,49.974,563.012,3.27732,11502.9,0.5114,16273.7,0.5028,0.3187,2.32,50
39.5,-0.006,49.994,564.281,3.4359,11537.7,0.5044,16311.9,0.5016,0.3187,2.32,50
39.51,-0.018,49.982,565.391,3.4359,11495.1,0.4997,16342.4,0.5003,0.3187,2.32,50
39.52,-0.032,49.968,566.448,3.4359,11487,0.5067,16372.9,0.4995,0.3187,2.32,50
39.53,-0.016,49.984,567.558,3.75306,11534,0.5039,16411.1,0.498,0.3187,2.32,50
39.54,-0.012,49.988,568.456,3.91164,11511.4,0.4952,16441.6,0.496,0.3187,2.32,50
39.55,-0.032,49.968,569.144,3.75306,11475.5,0.4998,16456.9,0.4949,0.3187,2.32,50
39.56,-0.022,49.978,569.778,3.64734,11519.5,0.5022,16472.1,0.4941,0.3187,2.32,50
39.57,-0.008,49.992,570.571,3.85878,11529.1,0.4927,16495,0.4923,0.3187,2.32,50
39.58,-0.028,49.972,571.364,3.85878,11479.2,0.4928,16517.9,0.4909,0.3187,2.32,50
39.59,-0.03,49.97,571.892,3.75306,11499.2,0.4989,16533.1,0.4897,0.3187,2.32,50
39.6,-0.012,49.988,572.157,3.75306,11534.7,0.4915,16540.8,0.4882,0.3187,2.32,50
39.61,-0.022,49.978,572.315,3.7002,11490.3,0.4863,16548.4,0.4868,0.3187,2.32,50
39.62,-0.038,49.962,572.368,3.54162,11479.6,0.493,16548.4,0.4857,0.3187,2.32,50
39.63,-0.02,49.98,572.315,3.38304,11528.4,0.4899,16548.4,0.4847,0.3187,2.32,50
39.64,-0.018,49.982,572.315,3.38304,11507.7,0.4811,16548.4,0.483,0.3187,2.32,50
39.65,-0.038,49.962,572.315,3.38304,11469.6,0.4853,16556,0.4813,0.3187,2.32,50
39.66,-0.026,49.974,572.315,3.27732,11512.5,0.4873,16556,0.4798,0.3187,2.32,50
39.67,-0.012,49.988,572.315,3.1716,11524.3,0.4776,16548.4,0.4784,0.3187,2.32,50
39.68,-0.034,49.966,572.209,3.1716,11474.4,0.4775,16548.4,0.4768,0.3187,2.32,50
39.69,-0.036,49.964,572.104,3.27732,11492.9,0.4831,16548.4,0.4748,0.3187,2.32,50
39.7,-0.016,49.984,571.892,3.33018,11529.9,0.4753,16540.8,0.4728,0.3187,2.32,50
39.71,-0.026,49.974,571.575,3.38304,11487.7,0.4699,16533.1,0.471,0.3187,2.32,50
39.72,-0.04,49.96,571.258,3.33018,11476.6,0.4764,16525.5,0.4694,0.3187,2.32,50
39.73,-0.022,49.978,570.941,3.33018,11526.2,0.4733,16510.3,0.4678,0.3187,2.32,50
39.74,-0.02,49.98,570.677,3.4359,11509.2,0.4642,16502.6,0.4656,0.3187,2.32,50
39.75,-0.04,49.96,570.412,3.54162,11471.4,0.4683,16495,0.4634,0.3187,2.32,50
39.76,-0.03,49.97,569.989,3.54162,11515.1,0.4702,16479.7,0.4618,0.3187,2.32,50
39.77,-0.016,49.984,569.461,3.54162,11528.8,0.4603,16464.5,0.4602,0.3187,2.32,50
39.78,-0.036,49.964,568.721,3.64734,11478.5,0.4597,16449.2,0.4581,0.3187,2.32,50
39.79,-0.038,49.962,567.928,3.64734,11496.6,0.4652,16426.3,0.4559,0.3187,2.32,50
39.8,-0.018,49.982,567.188,3.48876,11536.2,0.4575,16395.8,0.4544,0.3187,2.32,50
39.81,-0.028,49.972,566.553,3.4359,11495.5,0.452,16380.6,0.4526,0.3187,2.32,50
39.82,-0.044,49.956,565.972,3.59448,11480.7,0.4583,16365.3,0.4504,0.3187,2.32,50
39.83,-0.024,49.976,565.232,3.64734,11529.9,0.455,16342.4,0.4486,0.3187,2.32,50
39.84,-0.024,49.976,564.386,3.7002,11514.7,0.4456,16311.9,0.4467,0.3187,2.32,50
39.85,-0.044,49.956,563.435,3.80592,11475.1,0.4495,16289,0.4446,0.3187,2.32,50
39.86,-0.032,49.968,562.43,3.7002,11516.9,0.4512,16258.5,0.4428,0.3187,2.32,50
39.87,-0.018,49.982,561.532,3.54162,11532.5,0.4411,16228,0.4409,0.3187,2.32,50
39.88,-0.038,49.962,560.58,3.33018,11483.6,0.4403,16197.5,0.4393,0.3187,2.32,50
39.89,-0.038,49.962,559.735,3.22446,11500.3,0.4459,16174.6,0.4378,0.3187,2.32,50
39.9,-0.018,49.982,559.153,3.11874,11540.6,0.4382,16159.3,0.4362,0.3187,2.32,50
39.91,-0.03,49.97,558.572,2.96016,11500.7,0.4325,16136.4,0.4346,0.3187,2.32,50
39.92,-0.044,49.956,557.832,2.74872,11484,0.4388,16113.5,0.433,0.3187,2.32,50
39.93,-0.024,49.976,557.092,2.69586,11534.3,0.4355,16098.3,0.4309,0.3187,2.32,50
39.94,-0.022,49.978,556.457,2.69586,11521,0.4261,16075.4,0.4289,0.3187,2.32,50
39.95,-0.042,49.958,555.876,2.74872,11481,0.43,16060.1,0.427,0.3187,2.32,50
39.96,-0.03,49.97,555.559,2.9073,11521.4,0.432,16052.5,0.4248,0.3187,2.32,50
39.97,-0.014,49.986,555.294,3.06588,11539.9,0.422,16044.9,0.4227,0.3187,2.32,50
39.98,-0.034,49.966,554.977,3.1716,11491,0.4215,16029.6,0.421,0.3187,2.32,50
39.99,-0.036,49.964,554.924,3.48876,11505.5,0.4273,16022,0.4186,0.3187,2.32,50
40,-0.014,49.986,554.977,3.75306,11547.3,0.4198,16029.6,0.4161,0.3187,2.32,50
40.01,-0.026,49.974,554.819,3.85878,11508.8,0.4143,16022,0.4142,0.3187,2.32,50
40.02,-0.04,49.96,554.501,4.17594,11491,0.4207,16006.7,0.4119,0.3187,2.32,50
40.03,-0.02,49.98,554.343,4.44024,11541,0.4177,16006.7,0.4096,0.3187,2.32,50
40.04,-0.018,49.982,554.396,4.4931,11528.4,0.4086,16006.7,0.4078,0.3187,2.32,50
40.05,-0.038,49.962,554.501,4.59882,11488.1,0.4126,16006.7,0.4062,0.3187,2.32,50
40.06,-0.026,49.974,554.607,4.70454,11529.1,0.415,16006.7,0.4046,0.3187,2.32,50
40.07,-0.012,49.988,554.713,4.91598,11546.9,0.4054,16014.3,0.4026,0.3187,2.32,50
40.08,-0.034,49.966,554.766,5.286,11495.1,0.4048,16014.3,0.3999,0.3187,2.32,50
40.09,-0.036,49.964,554.607,5.39172,11507.3,0.4106,16014.3,0.3979,0.3187,2.32,50
40.1,-0.014,49.986,554.449,5.12742,11549.5,0.4032,16006.7,0.3968,0.3187,2.32,50
40.11,-0.026,49.974,554.131,4.70454,11509.5,0.3975,15999.1,0.396,0.3187,2.32,50
40.12,-0.042,49.958,553.814,4.38738,11488.1,0.404,15991.5,0.3949,0.3187,2.32,50
40.13,-0.02,49.98,553.55,4.2288,11537.3,0.4011,15991.5,0.3935,0.3187,2.32,50
40.14,-0.02,49.98,553.444,3.59448,11525.4,0.3918,15983.8,0.393,0.3187,2.32,50
40.15,-0.04,49.96,553.18,2.85444,11480.7,0.3957,15976.2,0.3928,0.3187,2.32,50
40.16,-0.028,49.972,552.651,2.22012,11516.6,0.398,15968.6,0.3923,0.3187,2.32,50
40.17,-0.014,49.986,552.228,1.53294,11534,0.3881,15960.9,0.3915,0.3187,2.32,50
40.18,-0.034,49.966,551.7,0.74004,11482.5,0.3873,15945.7,0.3911,0.3187,2.32,50
40.19,-0.036,49.964,551.118,-0.05286,11492.1,0.3931,15930.4,0.391,0.3187,2.32,50
40.2,-0.014,49.986,550.695,-0.7929,11532.1,0.3858,15922.8,0.3907,0.3187,2.32,50
40.21,-0.026,49.974,550.378,-1.42722,11491,0.3801,15915.2,0.39,0.3187,2.32,50
40.22,-0.04,49.96,550.167,-2.1144,11468.5,0.3864,15915.2,0.3896,0.3187,2.32,50
40.23,-0.018,49.982,550.114,-2.69586,11517.3,0.3838,15915.2,0.3892,0.3187,2.32,50
40.24,-0.018,49.982,550.273,-3.11874,11505.5,0.3747,15922.8,0.3885,0.3187,2.32,50
40.25,-0.04,49.96,550.431,-3.48876,11458.1,0.3785,15930.4,0.3875,0.3187,2.32,50
40.26,-0.026,49.974,550.748,-3.64734,11493.3,0.3808,15953.3,0.3859,0.3187,2.32,50
40.27,-0.01,49.99,551.383,-3.85878,11514.3,0.3713,15976.2,0.3846,0.3187,2.32,50
40.28,-0.028,49.972,552.123,-4.17594,11464.8,0.3708,15991.5,0.3838,0.3187,2.32,50
40.29,-0.028,49.972,552.968,-4.2288,11473.6,0.377,16014.3,0.3827,0.3187,2.32,50
40.3,-0.006,49.994,554.078,-4.28166,11517.3,0.3702,16044.9,0.3812,0.3187,2.32,50
40.31,-0.018,49.982,555.347,-4.07022,11481,0.3651,16075.4,0.3797,0.3187,2.32,50
40.32,-0.032,49.968,556.616,-3.7002,11459.6,0.372,16113.5,0.3779,0.3187,2.32,50
40.33,-0.012,49.988,558.043,-3.4359,11511,0.3698,16151.7,0.3763,0.3187,2.32,50
40.34,-0.01,49.99,559.576,-2.85444,11501.4,0.3612,16197.5,0.374,0.3187,2.32,50
40.35,-0.032,49.968,561.162,-2.1144,11456.3,0.3654,16250.9,0.3712,0.3187,2.32,50
40.36,-0.018,49.982,562.748,-1.5858,11496.6,0.3683,16296.6,0.3692,0.3187,2.32,50
40.37,-0.002,49.998,564.333,-1.16292,11522.5,0.3594,16334.8,0.3677,0.3187,2.32,50
40.38,-0.024,49.976,566.078,-0.63432,11474,0.3593,16380.6,0.3658,0.3187,2.32,50
40.39,-0.024,49.976,567.664,-0.05286,11482.9,0.3658,16426.3,0.3636,0.3187,2.32,50
40.4,-0.004,49.996,569.038,0.42288,11526.9,0.3593,16464.5,0.3615,0.3187,2.32,50
40.41,-0.018,49.982,570.359,0.95148,11491.4,0.3541,16502.6,0.3594,0.3187,2.32,50
40.42,-0.034,49.966,571.522,1.48008,11469.2,0.3608,16533.1,0.3573,0.3187,2.32,50
40.43,-0.014,49.986,572.527,1.90296,11518.8,0.3587,16563.7,0.3553,0.3187,2.32,50
40.44,-0.014,49.986,573.425,2.3787,11508.8,0.3499,16586.6,0.3529,0.3187,2.32,50
40.45,-0.036,49.964,574.218,2.74872,11463.3,0.3539,16617.1,0.3508,0.3187,2.32,50
40.46,-0.022,49.978,574.905,2.74872,11501.8,0.3566,16632.3,0.3496,0.3187,2.32,50
40.47,-0.01,49.99,575.434,2.643,11526.2,0.3473,16647.6,0.3484,0.3187,2.32,50
40.48,-0.032,49.968,575.751,2.59014,11475.5,0.3466,16655.2,0.347,0.3187,2.32,50
40.49,-0.034,49.966,575.645,2.3787,11483.3,0.3525,16655.2,0.3459,0.3187,2.32,50
40.5,-0.014,49.986,575.328,2.22012,11528,0.3455,16647.6,0.3446,0.3187,2.32,50
40.51,-0.028,49.972,575.117,2.1144,11490.3,0.3396,16640,0.343,0.3187,2.32,50
40.52,-0.042,49.958,574.958,2.27298,11464.4,0.3459,16640,0.3406,0.3187,2.32,50
40.53,-0.022,49.978,574.747,2.27298,11515.1,0.3432,16640,0.3386,0.3187,2.32,50
40.54,-0.02,49.98,574.324,2.16726,11508.4,0.3338,16624.7,0.3371,0.3187,2.32,50
40.55,-0.042,49.958,573.954,2.06154,11461.8,0.3374,16617.1,0.3356,0.3187,2.32,50
40.56,-0.028,49.972,573.584,2.00868,11498.8,0.3398,16601.8,0.334,0.3187,2.32,50
40.57,-0.016,49.984,573.161,2.00868,11525.1,0.33,16586.6,0.3322,0.3187,2.32,50
40.58,-0.036,49.964,572.58,1.90296,11475.1,0.3289,16563.7,0.3308,0.3187,2.32,50
40.59,-0.038,49.962,571.892,2.00868,11482.9,0.3346,16548.4,0.3288,0.3187,2.32,50
40.6,-0.016,49.984,571.311,2.27298,11530.3,0.3274,16525.5,0.3263,0.3187,2.32,50
40.61,-0.028,49.972,570.835,2.80158,11495.1,0.3214,16517.9,0.3236,0.3187,2.32,50
40.62,-0.044,49.956,570.307,3.1716,11469.9,0.3275,16502.6,0.3211,0.3187,2.32,50
40.63,-0.022,49.978,569.884,3.4359,11521.4,0.3249,16487.4,0.3187,0.3187,2.32,50
40.64,-0.022,49.978,569.567,3.7002,11517.7,0.3154,16472.1,0.3161,0.3187,2.32,50
40.65,-0.044,49.956,569.144,3.91164,11472.9,0.3188,16456.9,0.3137,0.3187,2.32,50
40.66,-0.03,49.97,568.562,4.2288,11511,0.3211,16434,0.3112,0.3187,2.32,50
40.67,-0.018,49.982,567.875,4.4931,11540.2,0.3114,16411.1,0.309,0.3187,2.32,50
40.68,-0.038,49.962,567.135,4.70454,11490.3,0.3101,16388.2,0.3068,0.3187,2.32,50
40.69,-0.04,49.96,566.395,5.12742,11495.8,0.3156,16365.3,0.304,0.3187,2.32,50
40.7,-0.018,49.982,565.602,5.33886,11545.4,0.3084,16342.4,0.3019,0.3187,2.32,50
40.71,-0.032,49.968,564.809,5.39172,11511,0.3023,16311.9,0.2998,0.3187,2.32,50
40.72,-0.048,49.952,563.858,5.70888,11481.4,0.3081,16289,0.2968,0.3187,2.32,50
40.73,-0.026,49.974,562.695,5.5503,11533.2,0.3051,16258.5,0.2949,0.3187,2.32,50
40.74,-0.026,49.974,561.32,5.12742,11531.4,0.2956,16205.1,0.2939,0.3187,2.32,50
40.75,-0.048,49.952,560.052,5.12742,11482.9,0.2987,16174.6,0.2918,0.3187,2.32,50
40.76,-0.034,49.966,558.942,4.91598,11518.8,0.3006,16144,0.2898,0.3187,2.32,50
40.77,-0.02,49.98,557.62,4.4931,11546.9,0.2907,16105.9,0.2886,0.3187,2.32,50
40.78,-0.042,49.958,556.299,4.33452,11492.9,0.2892,16075.4,0.2864,0.3187,2.32,50
40.79,-0.042,49.958,555.241,4.07022,11495.1,0.2945,16044.9,0.2844,0.3187,2.32,50
40.8,-0.02,49.98,554.026,3.59448,11543.6,0.2872,16006.7,0.2832,0.3187,2.32,50
40.81,-0.034,49.966,552.757,3.11874,11508.8,0.2808,15968.6,0.2818,0.3187,2.32,50
40.82,-0.048,49.952,551.436,2.80158,11478.5,0.2864,15938,0.2803,0.3187,2.32,50
40.83,-0.026,49.974,550.114,2.53728,11529.1,0.2837,15899.9,0.2788,0.3187,2.32,50
