t,dF,F,P,Q,UA,UA_phase,IA,IA_phase,xdp,xq,f0
13.54,-0.02,49.98,563.91,8.24616,11498.4,-3.0971,16289,-3.1135,0.3187,2.32,50
13.55,0.004,50.004,563.223,8.35188,11562.8,-3.1015,16266.1,-3.1144,0.3187,2.32,50
13.56,-0.014,49.986,562.43,8.35188,11545.8,-3.1074,16243.2,-3.1154,0.3187,2.32,50
13.57,-0.028,49.972,561.532,8.40474,11492.1,-3.1014,16220.3,-3.1165,0.3187,2.32,50
13.58,-0.004,49.996,560.686,8.4576,11541.4,-3.1014,16197.5,-3.1174,0.3187,2.32,50
13.59,-0.004,49.996,559.946,8.51046,11564.3,-3.1097,16174.6,-3.1183,0.3187,2.32,50
13.6,-0.028,49.972,559.153,8.4576,11504,-3.107,16151.7,-3.1187,0.3187,2.32,50
13.61,-0.012,49.988,558.413,8.24616,11522.9,-3.1026,16128.8,-3.1189,0.3187,2.32,50
13.62,0.002,50.002,557.514,8.08758,11574.7,-3.1101,16105.9,-3.1195,0.3187,2.32,50
13.63,-0.024,49.976,556.563,7.61184,11525.1,-3.1119,16075.4,-3.1197,0.3187,2.32,50
13.64,-0.022,49.978,555.506,7.08324,11502.1,-3.1053,16044.9,-3.12,0.3187,2.32,50
13.65,0.002,50.002,554.501,6.81894,11563.6,-3.1097,16014.3,-3.1204,0.3187,2.32,50
13.66,-0.014,49.986,553.656,6.55464,11545.8,-3.1158,15991.5,-3.1209,0.3187,2.32,50
13.67,-0.028,49.972,552.863,6.50178,11490.7,-3.1099,15968.6,-3.1219,0.3187,2.32,50
13.68,-0.004,49.996,552.07,6.29034,11539.1,-3.1098,15945.7,-3.1224,0.3187,2.32,50
13.69,-0.004,49.996,551.436,6.02604,11562.1,-3.118,15930.4,-3.1222,0.3187,2.32,50
13.7,-0.026,49.974,550.96,5.70888,11499.5,-3.1153,15915.2,-3.1223,0.3187,2.32,50
13.71,-0.008,49.992,550.484,5.39172,11516.2,-3.1107,15899.9,-3.1226,0.3187,2.32,50
13.72,0.006,50.006,550.114,5.33886,11570.6,-3.1179,15884.6,-3.1231,0.3187,2.32,50
13.73,-0.018,49.982,550.008,5.44458,11522.9,-3.1195,15877,-3.124,0.3187,2.32,50
13.74,-0.016,49.984,550.008,5.70888,11497.7,-3.1125,15877,-3.1252,0.3187,2.32,50
13.75,0.008,50.008,550.273,5.97318,11559.1,-3.1166,15892.3,-3.1262,0.3187,2.32,50
13.76,-0.008,49.992,550.695,6.13176,11544.3,-3.1223,15899.9,-3.1269,0.3187,2.32,50
13.77,-0.02,49.98,551.171,6.39606,11491.8,-3.116,15915.2,-3.1275,0.3187,2.32,50
13.78,0.006,50.006,551.806,6.66036,11542.1,-3.1153,15930.4,-3.1282,0.3187,2.32,50
13.79,0.004,50.004,552.493,6.92466,11567.6,-3.123,15953.3,-3.1289,0.3187,2.32,50
13.8,-0.018,49.982,553.339,7.45326,11505.8,-3.1197,15976.2,-3.1301,0.3187,2.32,50
13.81,-0.002,49.998,554.184,7.98186,11523.6,-3.1147,15991.5,-3.1313,0.3187,2.32,50
13.82,0.012,50.012,554.924,8.35188,11579.5,-3.1217,16014.3,-3.1322,0.3187,2.32,50
13.83,-0.012,49.988,555.717,8.7219,11532.5,-3.1229,16037.2,-3.1331,0.3187,2.32,50
13.84,-0.01,49.99,556.457,9.09192,11509.5,-3.1155,16060.1,-3.1338,0.3187,2.32,50
13.85,0.012,50.012,557.25,9.35622,11572.4,-3.1192,16083,-3.1342,0.3187,2.32,50
13.86,-0.004,49.996,557.99,9.56766,11556.5,-3.1246,16105.9,-3.1349,0.3187,2.32,50
13.87,-0.02,49.98,558.572,9.7791,11502.9,-3.1181,16121.2,-3.1356,0.3187,2.32,50
13.88,0.006,50.006,558.995,9.83196,11551,-3.1174,16128.8,-3.1358,0.3187,2.32,50
13.89,0.002,50.002,559.47,9.99054,11572.8,-3.1251,16151.7,-3.1367,0.3187,2.32,50
13.9,-0.022,49.978,559.735,9.88482,11509.2,-3.1219,16159.3,-3.1367,0.3187,2.32,50
13.91,-0.004,49.996,559.893,9.62052,11526.2,-3.1172,16166.9,-3.1363,0.3187,2.32,50
13.92,0.008,50.008,559.946,9.30336,11578.4,-3.1243,16174.6,-3.1361,0.3187,2.32,50
13.93,-0.016,49.984,559.787,8.7219,11526.2,-3.1256,16166.9,-3.1354,0.3187,2.32,50
13.94,-0.016,49.984,559.787,8.24616,11499.9,-3.1186,16166.9,-3.1351,0.3187,2.32,50
13.95,0.006,50.006,559.682,7.98186,11559.1,-3.1226,16174.6,-3.1352,0.3187,2.32,50
13.96,-0.01,49.99,559.365,7.6647,11539.5,-3.1283,16174.6,-3.1351,0.3187,2.32,50
13.97,-0.024,49.976,559.153,6.92466,11483.3,-3.1223,16166.9,-3.1343,0.3187,2.32,50
13.98,0.002,50.002,558.836,6.0789,11531.4,-3.1218,16159.3,-3.1333,0.3187,2.32,50
13.99,0,50,558.572,5.33886,11554.7,-3.1297,16151.7,-3.1326,0.3187,2.32,50
14,-0.022,49.978,558.466,4.86312,11489.6,-3.1267,16144,-3.1322,0.3187,2.32,50
14.01,-0.006,49.994,558.36,4.33452,11504.7,-3.122,16144,-3.1317,0.3187,2.32,50
14.02,0.008,50.008,558.36,3.91164,11557.3,-3.1291,16144,-3.1313,0.3187,2.32,50
14.03,-0.018,49.982,558.519,3.75306,11505.1,-3.1306,16159.3,-3.1316,0.3187,2.32,50
14.04,-0.016,49.984,558.677,3.33018,11479.6,-3.1237,16166.9,-3.1312,0.3187,2.32,50
14.05,0.008,50.008,558.73,2.9073,11542.5,-3.1277,16166.9,-3.1308,0.3187,2.32,50
14.06,-0.008,49.992,558.942,3.01302,11524.7,-3.1332,16174.6,-3.1317,0.3187,2.32,50
14.07,-0.02,49.98,559.365,3.01302,11469.2,-3.127,16182.2,-3.1326,0.3187,2.32,50
14.08,0.004,50.004,559.893,2.85444,11518,-3.1263,16197.5,-3.1325,0.3187,2.32,50
14.09,0.004,50.004,560.475,3.01302,11541.4,-3.134,16220.3,-3.1329,0.3187,2.32,50
14.1,-0.02,49.98,561.109,3.01302,11478.5,-3.1309,16243.2,-3.133,0.3187,2.32,50
14.11,-0.002,49.998,561.796,2.9073,11495.8,-3.1259,16258.5,-3.1328,0.3187,2.32,50
14.12,0.012,50.012,562.536,3.27732,11551,-3.1328,16281.4,-3.1335,0.3187,2.32,50
14.13,-0.014,49.986,563.065,3.54162,11501.4,-3.134,16296.6,-3.134,0.3187,2.32,50
14.14,-0.012,49.988,563.646,3.75306,11477.3,-3.1268,16311.9,-3.1348,0.3187,2.32,50
14.15,0.012,50.012,564.175,3.9645,11541.7,-3.1306,16327.2,-3.1354,0.3187,2.32,50
14.16,-0.006,49.994,564.756,4.07022,11526.6,-3.136,16342.4,-3.1357,0.3187,2.32,50
14.17,-0.02,49.98,565.391,4.2288,11472.5,-3.1296,16357.7,-3.1362,0.3187,2.32,50
14.18,0.004,50.004,565.866,4.33452,11521,-3.1288,16372.9,-3.1365,0.3187,2.32,50
14.19,0.004,50.004,566.236,4.33452,11544.7,-3.1365,16388.2,-3.1367,0.3187,2.32,50
14.2,-0.022,49.978,566.659,4.4931,11480.3,-3.1335,16403.4,-3.1377,0.3187,2.32,50
14.21,-0.006,49.994,566.871,4.4931,11495.5,-3.1286,16411.1,-3.1382,0.3187,2.32,50
14.22,0.01,50.01,566.976,4.38738,11550.2,-3.1356,16411.1,-3.1384,0.3187,2.32,50
14.23,-0.016,49.984,567.029,4.2288,11502.1,-3.1371,16411.1,-3.1385,0.3187,2.32,50
14.24,-0.016,49.984,566.818,3.85878,11477,-3.1301,16403.4,-3.1384,0.3187,2.32,50
14.25,0.008,50.008,566.712,3.80592,11537.3,-3.1341,16403.4,-3.1392,0.3187,2.32,50
14.26,-0.01,49.99,566.501,3.7002,11518.8,-3.14,16411.1,-3.1398,0.3187,2.32,50
14.27,-0.024,49.976,566.236,3.1716,11462.5,-3.1339,16403.4,-3.1394,0.3187,2.32,50
14.28,0,50,565.919,2.80158,11511.4,-3.1334,16388.2,-3.1393,0.3187,2.32,50
14.29,-0.002,49.998,565.232,2.3787,11535.4,-3.1414,16372.9,-3.139,0.3187,2.32,50
14.3,-0.026,49.974,564.545,1.74438,11471.8,-3.1386,16350,-3.1385,0.3187,2.32,50
14.31,-0.008,49.992,563.91,1.26864,11486.6,-3.134,16327.2,-3.1384,0.3187,2.32,50
14.32,0.006,50.006,563.329,0.95148,11539.9,-3.1413,16319.5,-3.1386,0.3187,2.32,50
14.33,-0.02,49.98,562.642,0.58146,11489.6,3.1401,16304.3,-3.1386,0.3187,2.32,50
14.34,-0.018,49.982,561.796,0.15858,11462.9,-3.1363,16281.4,-3.1383,0.3187,2.32,50
14.35,0.004,50.004,561.162,-0.21144,11525.4,-3.1403,16266.1,-3.1382,0.3187,2.32,50
14.36,-0.012,49.988,560.633,-0.5286,11507.7,3.1369,16250.9,-3.1385,0.3187,2.32,50
14.37,-0.026,49.974,559.999,-0.84576,11450,-3.1403,16235.6,-3.1388,0.3187,2.32,50
14.38,-0.002,49.998,559.312,-1.16292,11497.7,-3.1399,16220.3,-3.1389,0.3187,2.32,50
14.39,-0.002,49.998,558.889,-1.21578,11523.2,3.135,16212.7,-3.1394,0.3187,2.32,50
14.4,-0.024,49.976,558.572,-1.48008,11460,3.1377,16205.1,-3.1395,0.3187,2.32,50
14.41,-0.006,49.994,558.254,-2.00868,11475.1,-3.1406,16189.8,-3.139,0.3187,2.32,50
14.42,0.008,50.008,557.884,-2.3787,11531.7,3.1355,16174.6,-3.1387,0.3187,2.32,50
14.43,-0.018,49.982,557.673,-2.3787,11481.8,3.1339,16166.9,-3.139,0.3187,2.32,50
14.44,-0.016,49.984,557.62,-2.27298,11454.8,3.1408,16174.6,-3.1397,0.3187,2.32,50
14.45,0.008,50.008,557.567,-2.32584,11518.8,3.1369,16166.9,-3.1402,0.3187,2.32,50
14.46,-0.008,49.992,557.514,-2.16726,11503.6,3.1312,16166.9,-3.141,0.3187,2.32,50
14.47,-0.022,49.978,557.62,-2.1144,11449.6,3.1372,16174.6,-3.1415,0.3187,2.32,50
14.48,0.004,50.004,557.779,-2.16726,11500.3,3.1379,16174.6,3.1412,0.3187,2.32,50
14.49,0.004,50.004,558.043,-1.8501,11526.6,3.1303,16174.6,3.1404,0.3187,2.32,50
14.5,-0.02,49.98,558.466,-1.37436,11462.2,3.1334,16189.8,3.1392,0.3187,2.32,50
14.51,-0.004,49.996,558.942,-1.16292,11477.3,3.1383,16205.1,3.1382,0.3187,2.32,50
14.52,0.01,50.01,559.312,-1.00434,11534.7,3.1315,16212.7,3.1377,0.3187,2.32,50
14.53,-0.014,49.986,559.629,-0.7929,11487,3.13,16220.3,3.1372,0.3187,2.32,50
14.54,-0.014,49.986,560.052,-0.5286,11462.2,3.1371,16235.6,3.1364,0.3187,2.32,50
14.55,0.01,50.01,560.316,-0.37002,11527.3,3.1335,16243.2,3.1358,0.3187,2.32,50
14.56,-0.006,49.994,560.686,0,11511.8,3.1279,16250.9,3.1347,0.3187,2.32,50
14.57,-0.02,49.98,561.056,0.15858,11455.5,3.1341,16266.1,3.134,0.3187,2.32,50
14.58,0.006,50.006,561.479,0.10572,11505.5,3.135,16266.1,3.1341,0.3187,2.32,50
14.59,0.004,50.004,561.955,0.21144,11532.8,3.1274,16281.4,3.1336,0.3187,2.32,50
14.6,-0.02,49.98,562.219,0.21144,11470.3,3.1304,16289,3.1333,0.3187,2.32,50
14.61,-0.004,49.996,562.272,0.21144,11486.2,3.1353,16289,3.1331,0.3187,2.32,50
14.62,0.01,50.01,562.325,0.37002,11542.1,3.1285,16289,3.1323,0.3187,2.32,50
14.63,-0.016,49.984,562.43,0.5286,11494,3.1269,16296.6,3.1317,0.3187,2.32,50
14.64,-0.014,49.986,562.43,0.42288,11468.5,3.134,16289,3.1315,0.3187,2.32,50
14.65,0.01,50.01,562.43,0.47574,11532.8,3.1303,16289,3.1311,0.3187,2.32,50
14.66,-0.008,49.992,562.378,0.42288,11518,3.1246,16289,3.1307,0.3187,2.32,50
14.67,-0.022,49.978,562.325,0.31716,11461.1,3.1308,16289,3.1305,0.3187,2.32,50
14.68,0.002,50.002,562.272,0.15858,11509.9,3.1314,16289,3.1303,0.3187,2.32,50
14.69,0.002,50.002,562.113,0,11536.2,3.1236,16281.4,3.1299,0.3187,2.32,50
14.7,-0.022,49.978,561.849,-0.10572,11470.7,3.1265,16273.7,3.1296,0.3187,2.32,50
14.71,-0.006,49.994,561.585,-0.15858,11485.1,3.1313,16266.1,3.129,0.3187,2.32,50
14.72,0.008,50.008,561.373,-0.05286,11540.6,3.1243,16266.1,3.1284,0.3187,2.32,50
14.73,-0.018,49.982,561.215,0.15858,11489.6,3.1227,16266.1,3.1274,0.3187,2.32,50
14.74,-0.016,49.984,561.215,0.05286,11462.9,3.1296,16266.1,3.1271,0.3187,2.32,50
14.75,0.008,50.008,561.003,-0.15858,11527.7,3.1257,16266.1,3.1274,0.3187,2.32,50
14.76,-0.008,49.992,560.633,-0.5286,11514.3,3.1201,16250.9,3.1278,0.3187,2.32,50
14.77,-0.022,49.978,560.105,-0.84576,11457.4,3.1262,16228,3.1279,0.3187,2.32,50
14.78,0.004,50.004,559.682,-0.95148,11505.8,3.127,16220.3,3.1277,0.3187,2.32,50
14.79,0.002,50.002,559.365,-1.16292,11532.8,3.1192,16205.1,3.1277,0.3187,2.32,50
14.8,-0.022,49.978,558.995,-1.37436,11468.8,3.1221,16197.5,3.1277,0.3187,2.32,50
14.81,-0.004,49.996,558.677,-1.48008,11483.6,3.1269,16189.8,3.1277,0.3187,2.32,50
14.82,0.01,50.01,558.519,-1.53294,11540.2,3.12,16182.2,3.1275,0.3187,2.32,50
14.83,-0.016,49.984,558.307,-1.69152,11489.6,3.1185,16174.6,3.1272,0.3187,2.32,50
14.84,-0.016,49.984,558.043,-1.74438,11461.4,3.1255,16174.6,3.1267,0.3187,2.32,50
14.85,0.008,50.008,557.726,-1.79724,11524.3,3.1216,16174.6,3.1261,0.3187,2.32,50
14.86,-0.008,49.992,557.303,-1.95582,11510.3,3.1159,16159.3,3.1262,0.3187,2.32,50
14.87,-0.022,49.978,556.933,-2.27298,11452.9,3.122,16151.7,3.1266,0.3187,2.32,50
14.88,0.004,50.004,556.669,-2.43156,11501,3.1228,16136.4,3.1266,0.3187,2.32,50
14.89,0.002,50.002,556.404,-2.69586,11527.7,3.1151,16128.8,3.1268,0.3187,2.32,50
14.9,-0.022,49.978,556.404,-2.85444,11462.5,3.118,16128.8,3.1268,0.3187,2.32,50
14.91,-0.004,49.996,556.457,-2.69586,11475.5,3.1229,16136.4,3.126,0.3187,2.32,50
14.92,0.01,50.01,556.457,-2.69586,11530.6,3.1161,16136.4,3.1254,0.3187,2.32,50
14.93,-0.016,49.984,556.51,-2.85444,11481.4,3.1145,16136.4,3.1255,0.3187,2.32,50
14.94,-0.014,49.986,556.51,-2.85444,11454.8,3.1216,16144,3.1253,0.3187,2.32,50
14.95,0.012,50.012,556.563,-2.96016,11520.3,3.118,16144,3.1253,0.3187,2.32,50
14.96,-0.006,49.994,556.721,-3.01302,11506.9,3.1125,16144,3.1253,0.3187,2.32,50
14.97,-0.018,49.982,557.039,-2.96016,11449.6,3.1188,16151.7,3.125,0.3187,2.32,50
14.98,0.008,50.008,557.462,-2.80158,11497.3,3.1198,16166.9,3.1243,0.3187,2.32,50
14.99,0.006,50.006,557.884,-2.80158,11524,3.1123,16182.2,3.1239,0.3187,2.32,50
15,-0.018,49.982,558.149,-2.80158,11460.7,3.1154,16182.2,3.1239,0.3187,2.32,50
15.01,0,50,558.519,-2.69586,11474.8,3.1206,16197.5,3.1236,0.3187,2.32,50
15.02,0.014,50.014,559.1,-2.43156,11532.5,3.114,16212.7,3.1229,0.3187,2.32,50
15.03,-0.012,49.988,559.629,-2.16726,11484.4,3.1127,16228,3.1223,0.3187,2.32,50
15.04,-0.01,49.99,560.105,-2.06154,11457.7,3.1199,16243.2,3.1221,0.3187,2.32,50
15.05,0.014,50.014,560.739,-1.8501,11523.6,3.1166,16258.5,3.1216,0.3187,2.32,50
15.06,-0.002,49.998,561.373,-1.53294,11510.3,3.1113,16273.7,3.1209,0.3187,2.32,50
15.07,-0.018,49.982,561.955,-1.42722,11453.3,3.1177,16289,3.1207,0.3187,2.32,50
15.08,0.008,50.008,562.43,-1.26864,11502.1,3.1188,16304.3,3.1203,0.3187,2.32,50
15.09,0.006,50.006,562.8,-1.11006,11530.6,3.1113,16319.5,3.1198,0.3187,2.32,50
15.1,-0.018,49.982,563.012,-1.11006,11465.5,3.1144,16327.2,3.1196,0.3187,2.32,50
15.11,0,50,563.17,-1.00434,11478.1,3.1195,16334.8,3.1191,0.3187,2.32,50
15.12,0.014,50.014,563.329,-0.95148,11535.1,3.1129,16334.8,3.1189,0.3187,2.32,50
15.13,-0.012,49.988,563.593,-0.95148,11486.6,3.1116,16342.4,3.1187,0.3187,2.32,50
15.14,-0.012,49.988,563.699,-1.0572,11459.6,3.1187,16342.4,3.1189,0.3187,2.32,50
15.15,0.012,50.012,563.91,-1.00434,11522.9,3.1152,16357.7,3.1187,0.3187,2.32,50
15.16,-0.006,49.994,564.069,-0.89862,11508.4,3.1097,16365.3,3.1183,0.3187,2.32,50
15.17,-0.02,49.98,564.016,-1.00434,11450.3,3.1159,16365.3,3.1179,0.3187,2.32,50
15.18,0.006,50.006,563.752,-1.21578,11498.1,3.1168,16350,3.118,0.3187,2.32,50
15.19,0.004,50.004,563.435,-1.42722,11525.4,3.1093,16342.4,3.1181,0.3187,2.32,50
15.2,-0.02,49.98,563.276,-1.5858,11460,3.1122,16334.8,3.1182,0.3187,2.32,50
15.21,-0.002,49.998,563.223,-1.74438,11474,3.1173,16327.2,3.1185,0.3187,2.32,50
15.22,0.012,50.012,562.959,-1.8501,11531,3.1105,16319.5,3.1185,0.3187,2.32,50
15.23,-0.016,49.984,562.748,-1.90296,11480.7,3.109,16319.5,3.1183,0.3187,2.32,50
15.24,-0.014,49.986,562.642,-1.8501,11451.4,3.116,16319.5,3.1176,0.3187,2.32,50
15.25,0.01,50.01,562.642,-1.90296,11517.3,3.1124,16319.5,3.1175,0.3187,2.32,50
15.26,-0.006,49.994,562.536,-2.06154,11504.4,3.1068,16311.9,3.1173,0.3187,2.32,50
15.27,-0.02,49.98,562.483,-1.8501,11446.3,3.113,16311.9,3.1165,0.3187,2.32,50
15.28,0.006,50.006,562.536,-1.74438,11495.1,3.1139,16319.5,3.116,0.3187,2.32,50
15.29,0.006,50.006,562.695,-1.79724,11524.3,3.1063,16319.5,3.1159,0.3187,2.32,50
15.3,-0.018,49.982,562.8,-1.74438,11460,3.1094,16319.5,3.1156,0.3187,2.32,50
15.31,-0.002,49.998,562.853,-1.63866,11473.6,3.1145,16319.5,3.1151,0.3187,2.32,50
15.32,0.012,50.012,563.012,-1.3215,11531.7,3.1078,16319.5,3.1142,0.3187,2.32,50
15.33,-0.014,49.986,563.118,-1.16292,11483.3,3.1064,16319.5,3.1135,0.3187,2.32,50
15.34,-0.012,49.988,563.223,-1.00434,11457,3.1135,16327.2,3.1131,0.3187,2.32,50
15.35,0.012,50.012,563.329,-0.95148,11524.3,3.11,16327.2,3.1129,0.3187,2.32,50
15.36,-0.006,49.994,563.488,-0.7929,11512.1,3.1046,16327.2,3.1124,0.3187,2.32,50
15.37,-0.02,49.98,563.805,-0.5286,11456.3,3.1107,16342.4,3.1118,0.3187,2.32,50
15.38,0.006,50.006,563.91,-0.42288,11506.2,3.1117,16342.4,3.1113,0.3187,2.32,50
15.39,0.004,50.004,564.016,-0.21144,11535.4,3.1042,16342.4,3.1107,0.3187,2.32,50
15.4,-0.02,49.98,564.016,0,11470.7,3.1071,16342.4,3.1101,0.3187,2.32,50
15.41,-0.004,49.996,563.858,0.10572,11483.6,3.1121,16342.4,3.1095,0.3187,2.32,50
15.42,0.01,50.01,563.699,0.2643,11541.4,3.1054,16334.8,3.109,0.3187,2.32,50
15.43,-0.016,49.984,563.488,0.2643,11492.9,3.1038,16327.2,3.1085,0.3187,2.32,50
15.44,-0.014,49.986,563.488,0.37002,11463.6,3.1107,16327.2,3.1076,0.3187,2.32,50
15.45,0.01,50.01,563.54,0.5286,11529.1,3.1071,16327.2,3.107,0.3187,2.32,50
15.46,-0.008,49.992,563.382,0.42288,11516.9,3.1015,16319.5,3.107,0.3187,2.32,50
15.47,-0.022,49.978,563.118,0.42288,11458.8,3.1075,16311.9,3.1066,0.3187,2.32,50
15.48,0.004,50.004,562.959,0.47574,11507.7,3.1084,16304.3,3.1061,0.3187,2.32,50
15.49,0.002,50.002,562.642,0.47574,11536.2,3.1007,16296.6,3.1059,0.3187,2.32,50
15.5,-0.022,49.978,562.378,0.74004,11471.4,3.1035,16289,3.1051,0.3187,2.32,50
15.51,-0.004,49.996,562.113,0.95148,11485.9,3.1084,16281.4,3.1043,0.3187,2.32,50
15.52,0.01,50.01,561.902,1.16292,11544.3,3.1016,16273.7,3.1036,0.3187,2.32,50
15.53,-0.016,49.984,561.849,1.26864,11496.2,3.1,16273.7,3.1029,0.3187,2.32,50
15.54,-0.014,49.986,561.796,1.21578,11468.8,3.107,16273.7,3.1026,0.3187,2.32,50
15.55,0.01,50.01,561.743,1.21578,11534.7,3.1034,16266.1,3.1023,0.3187,2.32,50
15.56,-0.008,49.992,561.69,1.42722,11522.5,3.0977,16266.1,3.1015,0.3187,2.32,50
15.57,-0.022,49.978,561.532,1.53294,11464.8,3.1037,16258.5,3.1008,0.3187,2.32,50
15.58,0.004,50.004,561.32,1.69152,11514,3.1045,16250.9,3.1003,0.3187,2.32,50
15.59,0.002,50.002,561.162,1.8501,11543.2,3.0969,16243.2,3.0998,0.3187,2.32,50
15.6,-0.022,49.978,561.003,2.00868,11477.7,3.0997,16243.2,3.0994,0.3187,2.32,50
15.61,-0.004,49.996,560.897,2.43156,11489.6,3.1047,16243.2,3.0981,0.3187,2.32,50
15.62,0.01,50.01,560.845,2.59014,11549.1,3.0978,16243.2,3.0976,0.3187,2.32,50
15.63,-0.016,49.984,560.633,2.3787,11502.5,3.0963,16228,3.0978,0.3187,2.32,50
15.64,-0.014,49.986,560.422,2.32584,11474,3.1033,16220.3,3.0975,0.3187,2.32,50
15.65,0.008,50.008,560.052,2.27298,11538,3.0996,16212.7,3.0969,0.3187,2.32,50
15.66,-0.01,49.99,559.47,2.06154,11524.3,3.0938,16189.8,3.0968,0.3187,2.32,50
15.67,-0.024,49.976,558.942,1.79724,11465.1,3.0998,16174.6,3.0968,0.3187,2.32,50
15.68,0.002,50.002,558.519,1.69152,11513.2,3.1006,16174.6,3.0965,0.3187,2.32,50
15.69,0,50,558.149,1.53294,11541.7,3.0928,16166.9,3.0961,0.3187,2.32,50
15.7,-0.024,49.976,557.62,1.21578,11474.8,3.0955,16151.7,3.0961,0.3187,2.32,50
15.71,-0.006,49.994,557.039,0.84576,11487,3.1003,16136.4,3.0962,0.3187,2.32,50
15.72,0.008,50.008,556.352,0.47574,11543.6,3.0934,16121.2,3.0965,0.3187,2.32,50
15.73,-0.018,49.982,555.823,0.21144,11492.9,3.0916,16113.5,3.0963,0.3187,2.32,50
15.74,-0.016,49.984,555.294,-0.15858,11462.2,3.0983,16090.6,3.0964,0.3187,2.32,50
15.75,0.008,50.008,554.66,-0.58146,11526.6,3.0946,16075.4,3.0971,0.3187,2.32,50
15.76,-0.008,49.992,554.184,-0.68718,11512.5,3.0888,16067.7,3.0969,0.3187,2.32,50
15.77,-0.022,49.978,553.761,-1.0572,11450.3,3.0948,16060.1,3.097,0.3187,2.32,50
15.78,0.004,50.004,553.444,-1.11006,11495.5,3.0956,16052.5,3.0962,0.3187,2.32,50
15.79,0.002,50.002,553.18,-1.0572,11521.7,3.088,16044.9,3.0955,0.3187,2.32,50
15.8,-0.022,49.978,553.127,-1.48008,11456.6,3.0907,16044.9,3.0963,0.3187,2.32,50
15.81,-0.002,49.998,553.286,-1.79724,11470.7,3.0956,16052.5,3.0968,0.3187,2.32,50
15.82,0.012,50.012,553.391,-1.74438,11528.8,3.0889,16052.5,3.0964,0.3187,2.32,50
15.83,-0.014,49.986,553.656,-1.74438,11478.8,3.0874,16060.1,3.0961,0.3187,2.32,50
15.84,-0.012,49.988,554.29,-1.69152,11449.2,3.0945,16075.4,3.0957,0.3187,2.32,50
15.85,0.014,50.014,555.083,-1.63866,11516.2,3.0912,16105.9,3.0953,0.3187,2.32,50
15.86,-0.004,49.996,555.982,-1.69152,11506.2,3.0857,16128.8,3.0953,0.3187,2.32,50
15.87,-0.016,49.984,556.933,-1.53294,11448.5,3.092,16151.7,3.0951,0.3187,2.32,50
15.88,0.01,50.01,557.884,-1.21578,11498.1,3.0932,16174.6,3.0944,0.3187,2.32,50
15.89,0.008,50.008,558.783,-1.00434,11528.8,3.0859,16197.5,3.0936,0.3187,2.32,50
15.9,-0.016,49.984,559.629,-0.84576,11465.1,3.089,16220.3,3.0934,0.3187,2.32,50
15.91,0.002,50.002,560.633,-0.5286,11479.9,3.0943,16243.2,3.0929,0.3187,2.32,50
15.92,0.016,50.016,561.638,0,11539.9,3.088,16273.7,3.0919,0.3187,2.32,50
15.93,-0.01,49.99,562.589,0.42288,11491.8,3.0867,16296.6,3.0911,0.3187,2.32,50
15.94,-0.01,49.99,563.488,0.89862,11462.2,3.0939,16319.5,3.0904,0.3187,2.32,50
15.95,0.014,50.014,564.386,1.26864,11526.9,3.0907,16350,3.0898,0.3187,2.32,50
15.96,-0.004,49.996,565.338,1.5858,11515.5,3.0853,16380.6,3.0892,0.3187,2.32,50
15.97,-0.018,49.982,566.025,1.79724,11456.3,3.0915,16395.8,3.0886,0.3187,2.32,50
15.98,0.006,50.006,566.659,1.79724,11505.8,3.0927,16411.1,3.0884,0.3187,2.32,50
15.99,0.004,50.004,567.241,2.00868,11537.3,3.0851,16426.3,3.0879,0.3187,2.32,50
16,-0.02,49.98,567.716,2.22012,11471.4,3.088,16441.6,3.0874,0.3187,2.32,50
16.01,-0.002,49.998,567.981,2.43156,11482.5,3.0931,16456.9,3.0867,0.3187,2.32,50
16.02,0.012,50.012,568.139,2.43156,11541,3.0865,16464.5,3.0865,0.3187,2.32,50
16.03,-0.014,49.986,568.298,2.27298,11491.4,3.0849,16464.5,3.0862,0.3187,2.32,50
16.04,-0.014,49.986,568.351,2.32584,11460,3.0919,16464.5,3.0854,0.3187,2.32,50
16.05,0.01,50.01,568.245,2.22012,11524.3,3.0884,16464.5,3.0849,0.3187,2.32,50
16.06,-0.01,49.99,568.139,1.90296,11512.5,3.0826,16456.9,3.085,0.3187,2.32,50
16.07,-0.024,49.976,568.086,1.95582,11452.5,3.0885,16456.9,3.0846,0.3187,2.32,50
16.08,0.002,50.002,567.928,2.00868,11500.7,3.0893,16456.9,3.0841,0.3187,2.32,50
16.09,0,50,567.769,1.95582,11531,3.0816,16456.9,3.0836,0.3187,2.32,50
16.1,-0.024,49.976,567.664,1.90296,11465.5,3.0842,16456.9,3.0832,0.3187,2.32,50
16.11,-0.006,49.994,567.558,1.8501,11477.7,3.089,16449.2,3.0827,0.3187,2.32,50
16.12,0.008,50.008,567.346,1.63866,11538,3.0821,16441.6,3.0827,0.3187,2.32,50
16.13,-0.02,49.98,567.082,1.48008,11490.7,3.0802,16434,3.0825,0.3187,2.32,50
16.14,-0.018,49.982,566.765,1.53294,11460.3,3.087,16426.3,3.0818,0.3187,2.32,50
16.15,0.006,50.006,566.448,1.53294,11526.2,3.0833,16418.7,3.0816,0.3187,2.32,50
16.16,-0.012,49.988,566.183,1.53294,11514.7,3.0773,16411.1,3.0811,0.3187,2.32,50
